voc_trt_perd_itg_cd,voc_prod_sbt_id,voc_wjt_sorc_id,voc_type_itg_cd,voc_sttus_itg_cd,voc_trt_reslt_itg_cd,cust_clas_itg_cd,bprod_sbt_id,age_itg_cd,cont_sttus_itg_cd,new_date,opn_nfl_chg_date,cust_dtl_ctg_itg_cd,voc_trt_degr_div_itg_cd,voc_dupl_tmscnt,oos_cause_type_itg_cd,voc_trt_need_time_itg_cd,engt_cperd_type_itg_cd,engt_tgt_div_itg_cd,cont_fns_pam_date,voc_mis_pbls_yn,fclt_oos_yn,cust_snsry_base_conf_need_time,trm_yn
_,1000781555,2153,10009,10002,_,G,1000767881,51,10001,20100508,20100508,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027819,1636,10009,10002,_,L,1000720809,51,10001,20160311,20160311,90029,20001,0,10268,10001,15097,15244,20190310,N,N,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,277,10009,10002,_,_,1000001126,_,10001,19890927,19890927,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,380,10009,10002,_,G,1000737200,63,10001,20001014,20001014,10002,20001,0,10231,10001,15098,15244,20120108,N,N,0,N
_,1001047798,2153,10009,10002,_,G,1001046520,38,10001,20000129,20000407,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2153,10009,10002,_,G,1000001126,64,10001,19880408,19880408,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027710,2153,10009,10002,_,I,1000748648,63,10001,20020221,20060125,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028648,379,10009,10002,_,G,1000852031,59,10001,20120421,20120421,10002,20001,0,10270,10001,15098,15244,20181229,N,N,0,N
10001,1001047798,1046,10003,10002,_,J,1001046520,71,10001,20180127,20180127,10019,20002,0,_,10016,_,_,99991231,N,_,0,N
10000,1000666395,726,10009,10002,10003,_,1000002469,_,10001,20191212,20191212,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047801,713,10009,10002,_,L,1001049617,16,10001,20181204,20181204,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001061190,2126,10009,10002,_,L,1001060909,53,10001,20180912,20180912,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047802,2126,10009,10002,_,F,1001045228,38,10001,20140310,20140310,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2175,10009,10002,_,_,1000001126,_,10001,19800310,19800310,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,329,10009,10002,_,_,1000001126,87,10007,10101,10101,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,155,10007,10002,_,J,1000737200,51,10001,20110827,20110827,10002,20002,0,_,10001,15097,15244,20140827,N,_,0,N
_,1001028565,3334,10009,10002,10081,O,1000851873,38,10001,20170819,20170819,10003,20001,0,_,10001,15097,15244,20200818,N,_,0,N
10000,1000781553,3086,10009,10002,_,I,1000767879,45,10001,20020904,20020904,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2142,10009,10002,_,_,1000001126,_,10001,19950408,19950408,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000784644,277,10009,10002,_,L,1000784228,70,10001,20080628,20080628,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047799,1663,10009,10002,_,L,1001046521,33,10001,20101025,20101025,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,360,10009,10002,_,L,1000001126,55,10001,20160407,20160407,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2055,10007,10002,_,F,1001044103,34,10003,20190705,20190705,10002,20002,0,_,10003,15097,15244,20220704,N,_,0,N
_,1001027747,2153,10009,10002,_,F,1000789631,18,10001,20170104,20170104,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,329,10009,10002,_,_,1000001319,30,10005,20110905,20110905,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000783620,127,10009,10002,_,L,1001046524,47,10001,20110120,20110120,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781555,2153,10009,10002,_,I,1000002571,60,10001,20110301,20110301,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028565,725,10009,10002,10003,I,1000851873,63,10001,20171120,20171120,10002,20001,0,_,10001,15097,15244,20210217,N,_,0,N
10000,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001054671,203,10009,10005,_,O,1001049500,51,10001,20180914,20180914,10003,20001,0,_,10038,_,_,99991231,N,_,0,N
_,1001047798,2064,10009,10002,_,F,1001046520,56,10001,20160813,20160813,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001065419,2110,10009,10002,_,I,1001046521,66,10001,20120403,20120403,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028567,294,10009,10002,_,O,1000851875,42,10001,20200217,20200217,90029,20001,0,_,10006,15097,15244,20230216,N,_,0,N
_,1001027710,2575,10011,10002,_,L,1000002530,49,10005,20050712,20050712,90029,20001,0,_,10001,15097,15244,20080804,N,_,0,N
_,1000665328,3279,10009,10002,10081,F,1000001126,51,10001,20190706,20190706,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001037889,2153,10009,10002,_,_,1001037524,_,10001,20180124,20180124,90027,20001,0,_,10001,15097,15244,20210123,N,_,0,N
10000,1000665328,329,10009,10002,_,_,1000001126,_,10001,20170420,20170420,90056,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028573,1575,10003,10005,_,L,1000851881,64,10001,20161205,20161205,10003,20001,0,_,10038,15097,15244,20191204,N,_,0,N
_,1001047801,155,10009,10002,_,L,1001046523,53,10001,20190712,20190712,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2106,10009,10002,10081,J,1000737200,68,10001,20080627,20080627,10003,20001,0,_,10001,15097,15249,20190506,N,_,0,N
_,1001047799,656,10009,10002,_,G,1001046520,46,10001,20181203,20190911,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1646,10003,10002,_,_,1000001126,_,10001,19880113,19880113,90056,20001,0,10242,10004,_,_,99991231,N,N,0,N
10000,1001027710,2106,10009,10002,10082,I,1000002530,_,10001,20030807,20030807,90029,20001,1,_,10001,15097,15249,20141007,N,_,0,N
_,1001066350,2788,10009,10002,_,J,1001066108,63,10001,20191120,20191120,90029,20001,0,10269,10001,_,_,99991231,N,_,0,N
10001,1001027848,128,10009,10002,_,L,1000767882,26,10001,20111114,20111114,10003,20001,0,_,10012,_,_,99991231,N,_,0,N
_,1001072596,2126,10009,10002,_,I,1001072524,71,10001,20180509,20180509,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,-998,1519,10003,10002,_,L,1000737200,31,10001,20180712,20180712,10002,20001,0,10238,10002,15097,15244,20210711,_,N,0,N
10000,1000711759,2153,10009,10002,_,G,1001072524,68,10001,20200327,20200327,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028573,3434,10009,10002,10082,L,1000851881,61,10001,20121010,20121010,90029,20001,0,_,10001,15098,15244,20181206,N,_,0,N
10000,1000783618,329,10009,10002,_,G,1001046521,40,10001,20050306,20050306,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028488,3303,10009,10002,10026,I,1000851716,52,10001,20171220,20171220,10002,20001,0,_,10001,15097,15244,20201219,N,_,0,N
_,1000784644,2064,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,128,10009,10002,_,_,-998,_,_,10101,10101,_,20002,0,_,10001,_,_,99991231,N,_,0,N
_,1000781555,284,10009,10002,_,J,1001060909,51,10001,20160822,20160822,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2106,10009,10002,10081,L,1000737200,60,10001,20090306,20090306,10003,20001,0,_,10001,15097,15277,20230409,N,_,0,N
_,1001044841,127,10009,10002,_,F,1001044103,36,10001,20200222,20200222,10002,20001,0,_,10001,15097,15244,20230221,N,_,0,N
_,-998,1519,10003,10002,_,L,1000851716,57,10001,20120221,20120221,10003,20001,0,10761,10001,15098,15244,20190227,_,N,0,N
_,1000819129,298,10009,10002,_,G,1000675828,10,10001,20190430,20190430,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028710,3812,10009,10002,_,F,1000852214,19,10001,20140930,20140930,10002,20001,0,_,10001,15097,15244,20170930,N,_,0,N
_,1000784644,363,10009,10002,_,F,1000784228,39,10001,20040531,20040531,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2153,10009,10002,_,F,1000001126,93,10001,19880112,19880112,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001079421,2153,10009,10002,_,L,1001046520,55,10001,20180609,20180609,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,294,10009,10002,_,L,1000737200,47,10001,20181029,20181029,10003,20001,0,_,10001,15097,15244,20211028,N,_,0,N
_,1001047801,360,10009,10002,_,L,1001046523,25,10001,20190329,20190329,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054928,3086,10009,10002,_,L,1001049617,24,10001,20150304,20150304,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027848,128,10009,10002,_,L,1000851873,62,10001,20160109,20160109,90029,20001,0,_,10003,15097,15244,20190108,N,_,0,N
10000,1001047798,3614,10009,10002,10009,G,1001046520,62,10001,20180917,20180917,10003,20002,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,363,10009,10002,_,G,1001046520,46,10001,20200409,20200409,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000780184,2110,10009,10002,_,G,1000258618,78,10001,20160219,20160219,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,2153,10009,10002,_,J,1000767883,64,10001,20101130,20160729,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000779251,3086,10009,10002,_,L,1000748613,46,10001,19971231,19971231,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028488,2153,10009,10002,_,L,1001060909,48,10001,20120409,20120409,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,294,10009,10002,_,L,1000001126,46,10001,20150504,20150504,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000792727,2177,10009,10003,_,J,1000767883,52,10001,20180329,20180329,10003,20002,0,_,10038,_,_,99991231,N,_,0,N
10000,1001061190,1024,10003,10002,_,L,1001060910,34,10001,20130212,20130212,10003,20002,0,_,10003,_,_,99991231,N,_,0,N
_,1001047801,3086,10009,10002,_,L,1001046523,55,10001,20180522,20180522,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,289,10009,10002,_,I,1000737200,31,10001,20151028,20151028,10003,20001,0,_,10001,15097,15249,20191111,N,_,0,N
_,1000666005,128,10009,10002,_,G,1000001126,40,10001,20170426,20170426,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,2153,10009,10002,_,L,1000002571,41,10001,20150720,20150720,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000667628,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001065419,2109,10009,10002,_,I,1000767880,63,10001,20171113,20171113,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000779251,3086,10009,10002,_,L,1000748613,59,10001,20120417,20120417,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2174,10009,10002,_,G,1001044103,57,10001,20140116,20140116,10002,20001,0,_,10001,15097,15277,20230331,N,_,0,N
10000,1001047798,3807,10009,10002,_,G,1001046520,58,10001,20180514,20180514,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027688,155,10009,10002,_,G,1000002356,67,10001,20041116,20041116,10003,20001,0,_,10001,15097,15244,20051115,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2055,10007,10002,_,J,1000001126,63,10001,20200410,20200410,10003,20002,0,_,10006,_,_,99991231,N,_,0,N
10000,1000668377,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027819,3705,10009,10002,10081,_,1000720809,_,10001,20171218,20200410,90029,20001,0,_,10001,15097,15244,20201217,N,_,0,N
10001,1001060659,463,10009,10002,_,I,1001059435,16,10001,20140512,20140512,10003,20001,0,_,10010,_,_,99991231,N,_,0,Y
10000,1000665328,1651,10003,10002,_,F,1000001126,66,10001,20011031,20011031,90029,20001,0,10239,10001,_,_,99991231,N,N,0,N
10001,1000784644,184,10007,10002,10003,I,1000784228,64,10001,20071013,20071013,10003,20002,0,_,10009,_,_,99991231,N,_,0,N
10000,1001044841,2106,10009,10002,10097,G,1001044103,48,10001,20110827,20110827,10002,20001,0,_,10001,15097,15277,20230409,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2153,10009,10002,_,_,1000001126,58,10007,10101,10101,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,2074,10009,10002,_,I,1000775065,53,10001,20140226,20140226,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028710,1568,10003,10002,_,I,1000852214,66,10001,20140714,20140714,10002,20001,0,10246,10005,15097,15244,20170826,N,N,0,N
_,1000666353,2074,10009,10002,_,_,1000002469,_,10001,20180426,20180426,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,2153,10009,10002,_,G,1000001126,54,10001,20000228,20000228,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,294,10009,10002,_,J,1000737200,53,10001,20190225,20190225,10002,20001,0,_,10001,15097,15244,20220224,N,_,0,N
10000,1001076886,2153,10009,10002,_,L,1001076318,21,10001,20190108,20190108,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047799,3086,10009,10002,_,I,1001046521,63,10001,20170324,20170324,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2153,10009,10002,_,F,1000001126,_,10001,20090406,20090406,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000784644,359,10009,10002,_,I,1000784228,48,10001,20100226,20100226,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047799,3086,10009,10002,_,G,1001046521,43,10001,20160812,20160812,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000669229,298,10009,10002,_,G,1000258553,14,10001,20170227,20170227,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,3094,10009,10002,_,L,1000702598,59,10001,20141203,20141203,10002,20001,0,10268,10001,15097,15249,20201202,N,N,0,N
_,1001027747,3303,10009,10002,10026,_,1000737200,_,10005,20180419,20180419,90056,20001,0,_,10001,15097,15244,20190418,N,_,0,N
_,1000781558,312,10009,10002,_,G,1000767883,41,10005,20150316,20150316,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1883,10003,10002,_,G,1000001126,_,10001,20161025,20161025,90056,20001,0,10258,10006,_,_,99991231,N,N,0,N
_,1001044841,3321,10009,10002,10026,_,1001044103,_,10005,20190109,20190109,90056,20001,0,_,10001,15097,15244,20200109,N,_,0,N
10000,1001027698,2106,10009,10002,10081,L,1000002409,49,10001,20011018,20011018,10002,20001,0,_,10001,15097,15249,20171006,N,_,0,N
_,1001027710,2153,10009,10002,_,G,1000001126,62,10001,19841016,19841016,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
_,1000784644,2153,10009,10002,_,G,1001046521,47,10001,20191121,20191121,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781555,3086,10009,10002,_,_,1000767881,_,10001,20170222,20170222,10018,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000669263,518,10009,10002,_,G,1000258616,74,10001,19971007,19971007,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000811110,2153,10009,10002,_,_,1000003226,_,10001,20070914,20070914,90027,20001,0,_,10001,15097,15244,20100913,N,_,0,N
_,1000672028,661,10009,10002,_,I,1000784228,62,10001,20100902,20100902,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001072596,329,10009,10002,_,G,1001072524,73,10001,20200409,20200409,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,360,10009,10002,_,F,1000001126,66,10001,19880615,19880615,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000763389,3086,10009,10002,_,L,1000748648,77,10001,20120907,20120907,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2142,10009,10002,_,I,1000001126,40,10001,20100311,20100311,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028646,3412,10009,10002,10081,G,1000852024,63,10001,20110303,20110303,90029,20001,0,_,10001,15098,15244,20180317,N,_,0,N
10000,1001027833,289,10009,10002,_,F,1000725739,_,10007,10101,10101,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,294,10009,10002,_,G,1000001126,38,10001,20180721,20180721,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027688,3416,10009,10002,10081,I,1000002356,65,10005,20100804,20100804,10003,20001,0,_,10001,15097,15249,20180521,N,_,0,N
_,1001027747,2153,10009,10002,_,L,1000737200,41,10001,20200408,20200408,10002,20001,0,_,10001,15097,15244,20230407,N,_,0,N
_,1001027747,2153,10009,10002,_,J,1000767883,71,10001,20150416,20150416,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001035972,2174,10009,10002,_,I,1001034709,52,10001,20180521,20180521,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028716,2153,10009,10002,_,F,1000852231,26,10001,20100114,20100114,10003,20001,0,_,10001,15098,15244,20171228,N,_,0,N
_,1001028488,155,10009,10005,_,G,1000851716,51,10007,10101,10101,10002,20001,0,_,10038,15097,15244,20230410,N,_,0,N
_,1000823896,2174,10009,10002,_,G,1000823824,9,10005,20171023,20190529,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000781555,2153,10009,10002,_,J,1000767881,58,10001,20160227,20160227,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,434,10007,10003,_,J,1000851881,61,10001,20150204,20150204,10003,20002,0,_,10038,15098,15244,20210627,N,_,0,N
10000,1001054928,329,10009,10002,_,L,1001049617,22,10001,20160812,20160812,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028567,2075,10009,10002,_,O,1000851875,38,10005,20200410,20200410,10002,20001,0,_,10001,15097,15244,20230409,N,_,0,N
_,1000670158,3086,10009,10002,_,I,1000644056,56,10001,20100717,20100717,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,294,10009,10002,_,L,1001044103,31,10001,20180614,20180614,10003,20001,0,_,10001,15097,15244,20210613,N,_,0,N
_,1001027710,379,10009,10002,_,G,1000002530,46,10001,20031105,20031105,90029,20001,0,10270,10001,15098,15244,20140101,N,N,0,N
10000,1001030358,324,10009,10002,_,I,1000745233,53,10001,20181120,20181120,90027,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027688,2090,10009,10002,_,G,1000002356,54,10001,20120312,20120312,90029,20001,0,_,10001,15097,15249,20190921,N,_,0,N
_,1001027836,3243,10009,10002,10026,L,1000003205,42,10005,20090421,20090421,10002,20001,0,_,10001,15099,15244,20200110,N,_,0,N
10000,1001061190,2153,10009,10002,_,L,1000002571,58,10001,20150202,20150202,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027767,2153,10009,10002,_,_,1000002878,_,10001,20130719,20130719,10011,20001,0,_,10001,15097,15244,20140718,N,_,0,N
_,1001072121,463,10009,10002,_,L,1001060910,41,10001,20161031,20161031,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054977,2126,10009,10002,_,L,1001054338,19,10001,20190729,20190729,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2153,10009,10002,_,F,1000001126,36,10001,20040901,20040901,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,155,10007,10002,_,G,1000702598,17,10001,20140326,20140326,10003,20002,0,_,10003,15097,15249,20201129,N,_,0,N
10000,1001028521,1574,10003,10002,_,_,1000851762,_,10001,20180718,20180718,90056,20001,0,10231,10001,15097,15244,20210717,N,N,0,N
10001,1001028714,1574,10003,10002,_,L,1000852226,56,10001,20130607,20130607,10002,20001,0,10268,10009,15098,15244,20200305,N,N,0,N
_,1001047801,3086,10009,10002,_,L,1001046523,68,10001,20150413,20150413,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027819,540,10009,10002,_,G,1000720809,48,10001,20141101,20141101,10003,20001,0,_,10001,15097,15244,20171031,N,_,0,N
_,1001062512,656,10009,10002,_,G,1001062400,21,10001,20130510,20130510,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,2064,10009,10002,_,J,1000767883,57,10001,20130702,20171113,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001045303,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028724,1574,10009,10002,_,O,1000852246,_,10001,20120206,20120206,90029,20001,0,10258,10001,15098,15244,20190429,N,N,0,N
10000,1001027747,289,10009,10002,_,G,1000002530,_,10001,20130509,20130509,90029,20002,0,_,10001,15097,15244,20160508,N,_,1,N
_,1001028565,190,10009,10002,_,L,1000851873,33,10001,20170411,20170411,10003,20001,0,_,10001,15097,15244,20200410,N,_,0,N
_,1001047801,656,10009,10002,_,L,1001046523,44,10001,20101104,20101104,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028567,1578,10003,10002,_,F,1000851875,38,10001,20191220,20191220,10003,20001,0,10258,10007,15097,15244,20221219,N,N,0,N
_,1001044841,656,10009,10002,_,F,1001044103,33,10001,20200410,20200410,10002,20001,0,_,10001,15097,15244,20230409,N,_,0,N
_,1001027746,312,10009,10002,_,F,1000702598,_,10001,20190828,20190828,90029,20001,0,_,10001,15097,15244,20220827,N,_,0,N
10000,1001045303,656,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001061191,1948,10009,10002,_,O,1001046524,47,10001,20180316,20180316,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,2055,10009,10002,_,L,1000851873,54,10007,10101,10101,10003,20001,0,_,10001,15097,15244,20230412,N,_,0,N
_,1000665691,372,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000753001,2053,10009,10002,_,F,1000702598,52,10005,20200410,20200410,10003,20002,0,_,10001,15097,15244,20230410,N,_,0,N
_,1000675250,656,10009,10002,_,F,1000522564,62,10001,20040223,20040223,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,379,10009,10002,_,L,1000737200,39,10001,20150921,20150921,10002,20001,0,10270,10001,15097,15244,20180920,N,N,0,N
_,1000816813,463,10009,10002,_,G,1000813142,20,10001,20190413,20190413,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001076886,2153,10009,10002,_,L,1000002571,32,10001,20131106,20131106,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10003,1001027747,3472,10007,10002,10026,L,1000737200,31,10001,20180329,20180329,10002,20002,0,_,10026,15097,15244,20210403,N,_,0,Y
10000,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047801,2126,10009,10002,_,L,1001046521,45,10001,20160409,20160409,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,1631,10003,10002,_,F,1000737200,_,10001,20150824,20191017,90029,20001,0,10242,10003,15097,15244,20180826,N,N,0,N
10000,1001028672,1574,10003,10002,_,_,1000852095,_,10001,20160223,20160223,90056,20001,0,10242,10005,15098,15244,20220404,N,N,0,N
